LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Y,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,EDUCATION_5,EDUCATION_6,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
-0.39659864332149214,0.6057082040122138,-0.8748720450016286,-0.7282967335627335,-0.6996737471640891,-0.669481259994556,-1.5378828657379675,-0.6147866304083718,-0.8471884299883103,-0.7254492696206899,-0.6797325205038582,-3.617460177352323,-2.0463110443705586,-0.1680412686813303,-0.1984901225089216,0.029129132369766927,-1.8776480950205858,-0.03651625449473863,0.4218982101094375,-1.6886015510241272,1,1,0,1,0,0,0,0,1,0,0
0.4624591661633859,-0.4840262162101377,-0.8748720450016286,-0.7282967335627335,-0.6996737471640891,-0.669481259994556,-0.6470176953016394,-0.6147866304083718,-0.6066800167348737,-0.50468126517871,-0.4652802550548382,-0.4069635517025582,-0.36088137337716025,-0.29785022140450085,0.05951765502976087,0.07279327086233355,0.16029774068994032,0.21649705580540055,0.22429407398815343,0.25795683475253356,0,0,1,0,0,0,0,0,0,1,0
0.767215912506786,-0.701973100254608,0.018007438812500068,0.10898103938973157,1.8243986940157535,1.9194868330161656,2.0255778160073445,0.25823535917762613,0.5985411601138373,0.64465423705757,0.6252194700546916,0.6427034380637693,0.6593346525135795,0.6832873434085777,0.8117408509601638,-0.9194958127401789,0.6261218467728673,-1.7947236705710925,0.45567354592899745,0.45588084567762,1,0,1,0,0,0,0,0,0,1,0
0.4624591661633859,0.4967347619899786,0.018007438812500068,-0.7282967335627335,0.14168373322919176,0.19350810434235124,0.24384747513468863,0.25823535917762613,0.4199803588728423,0.3201347858489282,0.18395631420431072,0.04945388286836393,0.1009546467485889,-4.552703362511696,1.0474431477809787,0.14305702125034256,0.1841855106048113,0.24039427862773813,-1.7486313812842134,1.7131585169659627,0,1,1,0,0,0,0,0,1,0,0
0.96769012034071,-0.04813244812119711,-1.767751528815757,-1.5655745065151987,-1.5410312275573699,-0.669481259994556,0.24384747513468863,0.25823535917762613,-2.5356105853967943,-2.2894161230578733,-2.213041562546347,-0.18225006179154135,0.06616123292062101,0.22130470834773205,-2.026271340260257,-2.005629536206108,0.42761880003719477,0.56381721341093,0.5732046888878156,-1.6886015510241272,1,1,1,0,0,0,0,0,1,0,0
-1.435625592242567,0.6057082040122138,1.8037664064407575,1.7835365852946619,1.8243986940157535,1.9194868330161656,2.0255778160073445,0.25823535917762613,0.3216416788527928,0.3885772120689794,0.405484902029758,0.4503279178114447,0.4777362483172978,0.5165345198221463,0.472789633755525,-2.005629536206108,0.41932832792533464,-1.7947236705710925,0.3076375505840557,0.33703126488241786,0,0,1,0,0,0,0,0,0,1,0
1.3083612031458647,1.1505754141233895,0.018007438812500068,0.10898103938973157,0.14168373322919176,0.19350810434235124,0.24384747513468863,0.25823535917762613,0.39763653147049705,0.4487328145300155,0.44898472444647564,0.8288029901736524,0.8593508468201678,0.8742798094292296,0.5312921606068279,0.5282204165707118,1.5582470842438048,0.7142522993729818,0.6695736670233775,0.6383531805362098,0,0,1,0,0,0,0,0,1,0,0
1.1669040729534665,0.27878787794550836,-0.8748720450016286,-0.7282967335627335,-0.6996737471640891,-0.669481259994556,-0.6470176953016394,-0.6147866304083718,0.2360740053310458,0.47988925511096014,0.3844775683505835,0.39263645063329905,0.2942598078233646,0.11472541837253497,1.2104358597480556,1.0842100700964847,1.1116019571203193,0.9982760555524829,0.7308240712478358,0.9627992502408973,0,0,1,0,0,0,0,0,1,0,0
0.9305159910721313,0.9326285300789192,-1.767751528815757,-0.7282967335627335,-0.6996737471640891,-0.669481259994556,-0.6470176953016394,0.25823535917762613,-0.7288964117912462,-0.3306700014406398,0.5846612564439932,0.0015306871933331743,0.422103475298242,0.016935754314207466,0.2653024140377132,1.3228794260548682,0.6474479030692475,1.1520068478911738,-1.004830401170135,0.348380716706212,0,0,1,0,0,0,0,0,1,0,0
0.3376855364559245,-0.9199199842990783,0.018007438812500068,0.10898103938973157,0.14168373322919176,0.19350810434235124,0.24384747513468863,0.25823535917762613,0.7833114383934403,0.780959297384082,0.802509260671866,0.8247174699369147,0.8491455280528966,0.8674781503345673,0.6274288099430774,0.6469280979779053,0.7136506823576969,0.6698338571898858,0.6971241191848524,0.6943122596895385,0,1,1,0,0,0,0,0,0,1,0
0.8104608300392674,0.714681646034449,0.018007438812500068,0.10898103938973157,0.14168373322919176,0.19350810434235124,0.24384747513468863,0.25823535917762613,0.9864810148370645,0.973601581970425,0.9849738452348279,0.953250782127536,0.9828111822309283,0.9842666252888981,0.8316398250174927,0.8682605470256316,0.7730690753216941,0.8526795910584004,0.8464894151650282,0.8641947203707152,0,0,1,0,0,0,0,0,0,1,0
0.767215912506786,0.3877613199677435,0.9108869226266287,-1.5655745065151987,-1.5410312275573699,-1.5324706243314632,-1.5378828657379675,-1.4878086199943696,-3.3685306032917812,-3.060940765386978,-2.969442318509892,-2.8587600367566117,-2.773158482839877,-2.6002959364138913,-2.026271340260257,-2.005629536206108,-1.8776480950205858,-1.7947236705710925,-1.7486313812842134,-1.6886015510241272,0,0,1,0,0,0,0,0,1,0,0
0.11772270514064927,0.06084099390103803,0.9108869226266287,-1.5655745065151987,-1.5410312275573699,-1.5324706243314632,-1.5378828657379675,-1.4878086199943696,-2.5356105853967943,-2.2894161230578733,-2.213041562546347,-2.1200867979981166,-2.0463110443705586,-1.904825102151975,-2.026271340260257,-2.005629536206108,-1.8776480950205858,-1.7947236705710925,-1.7486313812842134,-1.6886015510241272,1,1,0,0,1,0,0,0,0,1,0
0.7221302493136872,2.6762036024346814,0.018007438812500068,0.10898103938973157,0.14168373322919176,0.19350810434235124,0.24384747513468863,0.25823535917762613,0.798726843635762,0.8002649201434041,0.8183329216678782,0.8220501396141412,0.8497491472237602,0.8586910360006765,0.6407035785985613,0.5867557022123111,0.6186373361071834,0.6568828318611478,0.6758131279439769,0.6710553814789749,0,0,0,1,0,0,0,0,1,0,0
-1.435625592242567,-0.04813244812119711,0.018007438812500068,0.10898103938973157,0.14168373322919176,0.19350810434235124,0.24384747513468863,0.25823535917762613,0.33998681083726773,0.38518624598889645,0.4163103109401929,0.45265048221023324,0.49079261990404444,0.526487963878575,0.22010006891259434,0.18526097398215727,0.14026083458012403,0.22436954134540346,0.20292751599528264,0.24850346442598886,0,0,0,1,0,0,0,0,1,0,0
0.7221302493136872,-0.04813244812119711,0.018007438812500068,0.10898103938973157,-1.5410312275573699,-1.5324706243314632,-1.5378828657379675,-1.4878086199943696,0.30430491717091956,-2.2894161230578733,-2.213041562546347,-2.1200867979981166,-2.0463110443705586,-1.904825102151975,-2.026271340260257,-2.005629536206108,-1.8776480950205858,-1.7947236705710925,-1.7486313812842134,-1.6886015510241272,0,1,1,0,0,0,0,0,1,0,0
0.7221302493136872,-1.1378668683435487,0.018007438812500068,0.10898103938973157,0.14168373322919176,0.19350810434235124,0.24384747513468863,2.004279338349622,0.7075722221743336,0.7124387962405996,0.7262835023437736,0.7351128795284022,0.7701695288204401,0.7812074877148854,0.5497295352351591,0.5368030892054332,0.5578443071010611,0.6485354331615332,0.5732046888878156,0.5855602010279591,0,1,0,1,0,0,0,0,0,1,0
-0.8944926604058508,-1.1378668683435487,-1.767751528815757,-1.5655745065151987,-1.5410312275573699,-1.5324706243314632,-1.5378828657379675,-1.4878086199943696,-2.5356105853967943,-2.2894161230578733,-2.213041562546347,-2.1200867979981166,-2.0463110443705586,-1.904825102151975,-2.026271340260257,-2.005629536206108,-1.8776480950205858,-1.7947236705710925,-1.7486313812842134,-1.6886015510241272,0,0,1,0,0,0,0,0,0,1,0
0.6750401418588385,1.6954426242345653,0.018007438812500068,0.10898103938973157,0.14168373322919176,0.19350810434235124,0.24384747513468863,0.25823535917762613,0.4894109373162762,0.4895046956587209,0.48431352741949313,0.48482139690837966,0.47973305843855374,0.4905451494312284,0.30148559473646525,0.24841457895720032,0.324340538329576,0.24039427862773813,0.5732046888878156,0.27370804149338746,0,1,0,0,1,0,0,0,1,0,0
0.6750401418588385,-1.1378668683435487,0.018007438812500068,0.10898103938973157,0.14168373322919176,0.19350810434235124,0.24384747513468863,0.25823535917762613,0.9377379787382899,0.9291811098655546,0.9440958397813126,0.9578520571278368,0.9442541194689708,0.938796204613593,0.7181399558893796,0.7474762929760171,0.7663208787517964,0.7927895785920427,0.7789522581202969,0.7917009127213039,0,1,0,1,0,0,0,0,0,1,0
0.8520094314124246,0.06084099390103803,-0.8748720450016286,-0.7282967335627335,-1.5410312275573699,-0.669481259994556,-0.6470176953016394,-1.4878086199943696,-0.7600798155443624,-2.2894161230578733,-2.213041562546347,-0.33195784473111056,-2.0463110443705586,-1.904825102151975,-2.026271340260257,-2.005629536206108,0.24952516113824932,-1.7947236705710925,-1.7486313812842134,-1.6886015510241272,0,1,1,0,0,0,0,0,0,1,0
1.4792014621003018,0.1698144359232732,0.018007438812500068,0.10898103938973157,0.14168373322919176,0.19350810434235124,0.24384747513468863,0.25823535917762613,0.8051285232610711,0.9415156218354316,0.8739121100335363,0.8152519178575357,0.838659815537271,0.8386889531404619,1.6235795630835403,0.7011470353359749,0.8710955031887547,1.0384011290249284,1.0401712693146323,0.9281135793207603,0,0,1,0,0,0,0,0,1,0,0
1.281540656300454,-0.9199199842990783,1.8037664064407575,0.10898103938973157,0.14168373322919176,0.19350810434235124,0.24384747513468863,0.25823535917762613,1.1034511519231545,1.085550045475999,1.0182226231123563,1.0400767808849705,1.0674848771942371,1.0785999058238092,0.9566972214158213,0.8372087578835851,0.8995369511489881,0.9371184562723678,0.9499090776436577,0.9792416001425098,0,1,1,0,0,0,0,0,0,1,0
1.0719730266795906,1.3685222981678598,1.8037664064407575,1.7835365852946619,1.8243986940157535,1.9194868330161656,2.0255778160073445,2.004279338349622,0.9265976368988046,0.9114336415448351,0.9416399959223307,0.9641042710763513,0.9914332138639081,1.0060690446892189,-2.026271340260257,0.9926953533445526,0.8045084918341642,0.8414221693219156,0.8464894151650282,-1.6886015510241272,1,0,1,0,0,0,0,0,1,0,0
0.7221302493136872,1.2595488561456247,-0.8748720450016286,-0.7282967335627335,-0.6996737471640891,0.19350810434235124,0.24384747513468863,-0.6147866304083718,-0.6663458330907888,-0.5579367631475681,0.1742322451481962,0.1935343382292728,0.14104637340449616,-0.3440280402346138,-0.002721131371336378,0.8332960695740539,-1.8776480950205858,-1.7947236705710925,0.1676003475768804,-1.6886015510241272,0,1,1,0,0,0,0,0,1,0,0
1.5447495120311807,0.27878787794550836,0.018007438812500068,0.10898103938973157,0.14168373322919176,0.19350810434235124,0.24384747513468863,0.25823535917762613,0.9672804862915418,1.0270274985822556,1.0463980781630642,1.0594441044278216,1.0798910444266059,1.0774264483552807,1.4670807361915503,1.1226167708733328,0.9920916726068244,0.9031097746512607,1.6147270492028163,1.0975372400925119,0,1,1,0,0,0,0,0,1,0,0
1.1967470242163285,-0.04813244812119711,0.018007438812500068,0.10898103938973157,-0.6996737471640891,0.19350810434235124,0.24384747513468863,-1.4878086199943696,-0.05675333865421253,-0.13138442617332183,0.30283906929090587,0.3773392308726702,-2.0463110443705586,-1.904825102151975,0.4255990645758481,0.9896252153338754,0.6856209413898944,-1.7947236705710925,-1.7486313812842134,-1.6886015510241272,0,1,1,0,0,0,0,0,0,1,0
